H9NX93,1.6.5.3,IPR010933;IPR003917;IPR001750;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0006120],"ND2,,,,,,,"
A0A0N6YN64,1.6.5.3,IPR010933;IPR003917;IPR001750;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0006120],"ND2,,,,,,,"
A0A2P9AMH4,2.7.1.21,IPR027417;IPR001267;IPR020633;,[GO:0005524];[GO:0004797];[GO:0071897],"tdk BQ8482_280074,,,,,,,,"
A0A0C4DGV9,6.5.1.1,IPR001357;IPR036420;IPR000977;IPR012309;IPR012310;IPR016059;IPR012308;IPR021536;IPR036599;IPR029710;IPR012340;,[GO:0036464];[GO:0005654];[GO:0005524];[GO:0003677];[GO:0003910];[GO:0071897];[GO:0051103];[GO:0006310];[GO:0006260],"LIG4,,,,,,,,"
Q5Q6L9,1.6.5.3,IPR001694;IPR018086;,[GO:0016021];[GO:0005743];[GO:0008137],"ND1,,,,,,,,"
A0S244,1.6.5.3,IPR010933;IPR003917;IPR001750;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0006120],"ND2,,,,,,,"
A0A141ZSL5,1.6.5.3,IPR010934;IPR003945;IPR001750;IPR001516;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0042773],"ND5,,,,,,,,"
A0A2P9ARQ2,3.6.4.12,IPR011545;IPR004589;IPR006293;IPR014001;IPR001650;IPR010997;IPR002121;IPR027417;IPR032284;IPR018982;IPR036388;,[GO:0016021];[GO:0005634];[GO:0005524];[GO:0043140];[GO:0003676];[GO:0006310];[GO:0006281];[GO:0006260],"recQ BQ8482_370013,,,,,,,,"
A0A165KMW0,1.6.5.3,IPR001694;IPR018086;,[GO:0016021];[GO:0005743];[GO:0008137],"ND1,,,,,,,,"
B3KN91,2.1.1.205,IPR028590;IPR015507;IPR002877;IPR029063;,[GO:0005737];[GO:0008175];[GO:0002181];[GO:0002128],"FTSJ1,,,,,,,,"
Q6F4B5,3.5.4.6,IPR001365;IPR006329;IPR029770;IPR032466;,[GO:0003876];[GO:0032264],"AMPD1,,,,,,,,"
D1MAM0,2.7.10.1,IPR026830;IPR013320;IPR011009;IPR036055;IPR002172;IPR000998;IPR000719;IPR017441;IPR001245;IPR008266;IPR020635;IPR002011;,[GO:0016021];[GO:0005524];[GO:0004714];[GO:0000187];[GO:0048666];[GO:0007169],"ALK,,,,,,,,"
E9PEJ4,2.3.1.12,IPR003016;IPR001078;IPR000089;IPR023213;IPR036625;IPR006257;IPR004167;IPR011053;,[GO:0005759];[GO:0005739];[GO:0045254];[GO:0004742];[GO:0006090],"DLAT,,,,,,,,"
D8L3S0,1.6.5.3,IPR010933;IPR003917;IPR001750;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0006120],"ND2,,,,,,,"
L7XQT2,1.6.5.3,IPR010933;IPR003917;IPR001750;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0006120],"ND2,,,,,,,"
Q4GG69,1.6.5.3,IPR000260;IPR010227;IPR003918;IPR001750;,[GO:0016021];[GO:0005739];[GO:0008137];[GO:0006120],"NADH4,,,,,,,"
D1MAM2,2.7.10.1,IPR026830;IPR013320;IPR011009;IPR036055;IPR002172;IPR000998;IPR000719;IPR017441;IPR001245;IPR008266;IPR020635;IPR002011;,[GO:0016021];[GO:0005524];[GO:0004714];[GO:0000187];[GO:0048666];[GO:0007169],"ALK,,,,,,,,"
H7BY58,2.1.1.77,IPR000682;IPR029063;,[GO:0005829];[GO:0004719],"PCMT1,,,,,,,,"
Q4EZT3,1.6.5.3,IPR010934;IPR003945;IPR001750;IPR001516;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0042773],"ND5,,,,,,,,"
V9IVP1,1.6.5.3,IPR010934;IPR003945;IPR001750;IPR001516;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0042773],"ND5,,,,,,,,"
A0A2P9ALD1,2.5.1.3,IPR013785;IPR036206;IPR022998;IPR034291;,[GO:0004789];[GO:0009228],"thiE BQ8482_220121,,,,,,,,"
F2WIK7,1.6.5.3,IPR010934;IPR003945;IPR001750;IPR001516;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0042773],"ND5,,,,,,,,"
A0A023Q4U0,1.9.3.1,IPR023616;IPR036927;IPR000883;IPR023615;IPR033944;,[GO:0016021];[GO:0005743];[GO:0045277];[GO:0004129];[GO:0020037];[GO:0046872];[GO:0009060];[GO:0006119],"COX1,,,,,,,,"
F2WEU4,1.6.5.3,IPR010934;IPR003945;IPR001750;IPR001516;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0042773],"ND5,,,,,,,,"
B7Z8Z6,3.6.4.12,IPR031327;IPR008045;IPR018525;IPR001208;IPR027925;IPR033762;IPR012340;IPR027417;,[GO:0042555];[GO:0005634];[GO:0005524];[GO:0003677];[GO:0004386];[GO:0006270];[GO:1905775],",,,,,,,,"
Q6DN23,3.1.1.4,IPR001211;IPR033112;IPR016090;IPR036444;IPR033113;,[GO:0005576];[GO:0005509];[GO:0004623];[GO:0102567];[GO:0102568];[GO:0050482];[GO:0016042];[GO:0006644],",,,,,,"
E5DY45,1.6.5.3,IPR010934;IPR003945;IPR001750;IPR001516;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0042773],"ND5,,,,,,,,"
H9P4L6,1.6.5.3,IPR001694;IPR018086;,[GO:0016021];[GO:0005743];[GO:0008137],"ND1,,,,,,,,"
Q8HG25,1.6.5.3,IPR000260;IPR010227;IPR003918;IPR001750;,[GO:0016021];[GO:0005739];[GO:0008137];[GO:0006120],",,,,,,,"
A0A059RTZ5,1.6.5.3,IPR001133;IPR039428;,[GO:0016021];[GO:0005739];[GO:0008137];[GO:0042773],"ND4L,,,,,,,,"
A0A096X4K0,1.6.5.3,IPR010933;IPR003917;IPR001750;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0006120],"ND2,,,,,,,"
J3KQ22,1.5.1.2,IPR008927;IPR036291;IPR028939;IPR029036;IPR000304;,[GO:0004735];[GO:0055129],"PYCR1,,,,,,,,"
H9RNB6,1.6.5.3,IPR010934;IPR003945;IPR001750;IPR001516;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0042773],"ND5,,,,,,,,"
I6QHG6,1.6.5.3,IPR000440;IPR038430;,[GO:0016021];[GO:0031966];[GO:0070469];[GO:0008137],"ND3,,,,,,,,"
A0A2H4QGB8,1.1.1.49,IPR001282;IPR022674;IPR036291;,[GO:0004345];[GO:0050661];[GO:0006006],"G6PD,,,,,,,,"
A0A1J0Q6C2,1.6.5.3,IPR010933;IPR003917;IPR001750;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0006120],"ND2,,,,,,,"
H9MJW2,1.6.5.3,IPR001694;IPR018086;,[GO:0016021];[GO:0005743];[GO:0008137],"ND1,,,,,,,,"
P78505,3.1.4.-,IPR003607;IPR023088;IPR002073;IPR036971;IPR023174;,[GO:0004114];[GO:0046872];[GO:0007165],",,,,,,,"
Q59F62,3.1.4.11,IPR000008;IPR035892;IPR001192;IPR028387;IPR017946;IPR001711;,[GO:0005622];[GO:0004435];[GO:0007340];[GO:0035556];[GO:0016042];[GO:0046488],",,,,,,,,"
Q658P7,1.2.4.4,IPR034616;IPR001017;IPR029061;,[GO:0003863];[GO:0003826];[GO:0009083],"DKFZp313C0640,,,,,,,,"
H9E7J0,1.6.5.3,IPR010934;IPR003945;IPR001750;IPR001516;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0042773],"ND5,,,,,,,,"
Q9BQU2,2.7.1.105,?,[GO:0003873],"PFKFB3,,,,,,,,"
A0A087WV29,2.3.1.-,IPR016181;IPR000182;IPR007807;IPR033688;IPR032672;IPR013562;IPR027992;,[GO:0005730];[GO:0005524];[GO:0008080];[GO:0042274];[GO:0000154];[GO:0051391],"NAT10,,,,,,,,"
D3K5X4,1.6.5.3,IPR001694;IPR018086;,[GO:0016021];[GO:0005743];[GO:0008137],"ND1,,,,,,,,"
A0A0H4ADZ1,2.7.10.1,IPR011009;IPR001245;IPR001824;IPR009136;,[GO:0016021];[GO:0005524];[GO:0019838];[GO:0005021];[GO:0048010],"KDR,,,,,,,,"
Q2HKD5,1.9.3.1,IPR023616;IPR036927;IPR000883;IPR023615;IPR033944;,[GO:0016021];[GO:0005743];[GO:0045277];[GO:0004129];[GO:0020037];[GO:0046872];[GO:0009060];[GO:0006119],"COX1,,,,,,,,"
A0A068C3I7,1.9.3.1,IPR023616;IPR036927;IPR000883;IPR023615;IPR033944;,[GO:0016021];[GO:0005743];[GO:0045277];[GO:0004129];[GO:0020037];[GO:0046872];[GO:0009060];[GO:0006119],"COX1,,,,,,,,"
A0A096ZUB9,3.6.3.49,IPR009147;IPR027417;,[GO:0016021];[GO:0005260],"CFTR,,,,,,,,"
A0A2P9ABN5,5.3.1.24,IPR013785;IPR001240;IPR011060;,[GO:0004640];[GO:0006568],"trpF BQ8482_110427,,,,,,,,"
A0A1L1ZGP3,1.6.5.3,IPR010933;IPR003917;IPR001750;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0006120],"ND2,,,,,,,"
A0A143FZ75,1.6.5.3,IPR010933;IPR003917;IPR001750;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0006120],"ND2,,,,,,,"
H3BPR2,2.7.4.6,IPR034907;IPR036850;IPR001564;IPR023005;,[GO:0005524];[GO:0004550];[GO:0006241];[GO:0006183];[GO:0006228],"NME3,,,,,,,,"
X5DR71,2.7.10.1,IPR000483;IPR007110;IPR036179;IPR013783;IPR011009;IPR001611;IPR032675;IPR031635;IPR000719;IPR017441;IPR001245;IPR008266;IPR020635;IPR020461;IPR020777;IPR002011;,[GO:0005887];[GO:0005524];[GO:0005030];[GO:0004714];[GO:0007169],"NTRK1,,,,,,,,"
A0A2P9AFX3,1.1.1.205,IPR013785;IPR000644;IPR005990;IPR015875;IPR001093;,[GO:0005737];[GO:0005634];[GO:0003938];[GO:0046872];[GO:0000166];[GO:0006177],"guaB IMPDH BQ8482_120097,,,,,,,,"
A0A059RMK5,1.6.5.3,IPR001133;IPR039428;,[GO:0016021];[GO:0005739];[GO:0008137];[GO:0042773],"ND4L,,,,,,,,"
A0A059RL10,1.6.5.3,IPR000260;IPR010227;IPR003918;IPR001750;,[GO:0016021];[GO:0005739];[GO:0008137];[GO:0006120],"ND4,,,,,,,"
V9N9H0,1.6.5.3,IPR000260;IPR010227;IPR003918;IPR001750;,[GO:0016021];[GO:0005739];[GO:0008137];[GO:0006120],"ND4,,,,,,,"
A0A0G2JR38,2.7.1.33,IPR036075;IPR035073;IPR002791;IPR015844;IPR004567;,[GO:0005737];[GO:0005524];[GO:0004594];[GO:0015937],"PANK4,,,,,,,,"
A0A1V0MCN1,1.6.5.3,IPR010934;IPR003945;IPR001750;IPR001516;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0042773],"ND5,,,,,,,,"
A0A2P9AKH7,3.6.3.25,IPR003593;IPR003439;IPR017871;IPR027417;,[GO:0005524];[GO:0015419];[GO:0102025],"BQ8482_20268,,,,,,,,"
G3C9Z0,1.6.5.3,IPR000260;IPR010227;IPR003918;IPR001750;,[GO:0016021];[GO:0005739];[GO:0008137];[GO:0006120],"ND4,,,,,,,"
F2WFG5,1.6.5.3,IPR010934;IPR003945;IPR001750;IPR001516;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0042773],"ND5,,,,,,,,"
C9JP36,2.1.1.320,IPR003788;IPR038375;IPR029063;,[GO:0005739];[GO:0008168],"NDUFAF7,,,,,,,,"
C9K016,3.2.1.35,IPR013785;IPR017853;IPR018155;,[GO:0004415];[GO:0005975],"HYAL2,,,,,,,,"
A0A2P9AQ75,6.3.1.5,IPR022310;IPR003694;IPR022926;,[GO:0005524];[GO:0003952];[GO:0008795];[GO:0009435],"nadE BQ8482_340191,,,,,,,,"
A0A2P9AW54,2.7.1.130,IPR027417;IPR003758;,[GO:0016021];[GO:0005524];[GO:0009029];[GO:0009245],"lpxK BQ8482_70070,,,,,,,,"
A0A2P9AX82,1.6.5.11,IPR001457;,[GO:0016021];[GO:0008137],"nqo BQ8482_90098,,,,,,,,"
F5GWR3,3.4.24.-,IPR024079;IPR028726;IPR001818;IPR021190;IPR002477;IPR036365;,[GO:0031012];[GO:0004222];[GO:0008270],"MMP17,,,,,,,,"
A0A218KGN7,3.4.23.-,IPR002031;IPR001108;IPR006639;,[GO:0005789];[GO:0000139];[GO:0016021];[GO:0042500];[GO:0042987];[GO:0035556];[GO:0007219];[GO:0016485],"PSEN1,,,,,,,"
A0A2P9AQR3,1.2.1.12,IPR020831;IPR020830;IPR020829;IPR020828;IPR006424;IPR036291;,[GO:0004365];[GO:0051287];[GO:0050661];[GO:0006006];[GO:0006096],"epd BQ8482_350143,,,,,,,,"
H0UI83,3.4.25.1,IPR029055;IPR023332;IPR035190;IPR000426;IPR001353;,[GO:0005737];[GO:0005634];[GO:0019773];[GO:0004298];[GO:0006511],"hCG_41772,,,,,,,"
A0A023QVM5,1.6.5.3,IPR000260;IPR010227;IPR003918;IPR001750;,[GO:0016021];[GO:0005739];[GO:0008137];[GO:0006120],"ND4,,,,,,,"
Q06UC7,1.6.5.3,IPR010934;IPR003945;IPR001750;IPR001516;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0042773],"ND5,,,,,,,,"
A0A023QTY8,1.6.5.3,IPR010934;IPR003945;IPR001750;IPR001516;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0042773],"ND5,,,,,,,,"
B8XYF4,1.6.5.3,IPR010933;IPR003917;IPR001750;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0006120],"ND2,,,,,,,"
A8QJM2,1.6.5.3,IPR001694;IPR018086;,[GO:0016021];[GO:0005743];[GO:0008137],"ND1,,,,,,,,"
F1CIP3,1.6.5.3,IPR010934;IPR003945;IPR001750;IPR001516;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0042773],"ND5,,,,,,,,"
U3L7B9,1.6.5.3,IPR010933;IPR003917;IPR001750;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0006120],"ND2,,,,,,,"
A0A023QV97,1.6.5.3,IPR010934;IPR003945;IPR001750;IPR001516;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0042773],"ND5,,,,,,,,"
E9PJX5,2.7.10.2,IPR035853;IPR011009;IPR000719;IPR017441;IPR001245;IPR000980;IPR036860;IPR036028;IPR001452;IPR020635;,[GO:0005524];[GO:0004715],"BLK,,,,,,,,"
Q4F2L7,1.6.5.3,IPR010933;IPR003917;IPR001750;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0006120],"ND2,,,,,,,"
B3KRD2,2.4.1.41,IPR029044;IPR035992;IPR000772;,[GO:0004653],",,,,,,,,"
A0A024R040,2.8.3.5,IPR012792;IPR012791;IPR014388;IPR004165;IPR004164;IPR004163;IPR037171;,[GO:0005739];[GO:0005654];[GO:0008260];[GO:0042803];[GO:0060612];[GO:0007420];[GO:0007507];[GO:0046952];[GO:0042182];[GO:0035774];[GO:0014823];[GO:0045471];[GO:0009725];[GO:0007584];[GO:0042594],"OXCT1 hCG_37537,,,,,,,,"
R9Y4N0,1.6.5.3,IPR010934;IPR003945;IPR001750;IPR001516;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0042773],"ND5,,,,,,,,"
Q4ZFH7,1.6.5.3,IPR010933;IPR003917;IPR001750;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0006120],"ND2,,,,,,,"
D5MBN3,1.6.5.3,IPR001133;IPR039428;,[GO:0016021];[GO:0005739];[GO:0008137];[GO:0042773],"ND4L,,,,,,,,"
Q6RRP1,1.6.5.3,IPR001457;,[GO:0016021];[GO:0005739];[GO:0008137],"ND6,,,,,,,,"
C9JNU5,2.3.1.225,IPR001594;,[GO:0016021];[GO:0019706],"ZDHHC3,,,,,,,,"
Q5H9Q6,1.1.1.205,IPR013785;IPR000644;IPR005990;IPR015875;IPR001093;,[GO:0005737];[GO:0005634];[GO:0003938];[GO:0046872];[GO:0000166];[GO:0006177],"DKFZp781N0678 IMPDH,,,,,,,,"
A0A024R5P0,2.7.11.1,IPR000095;IPR036936;IPR011009;IPR033923;IPR000719;IPR017441;IPR008271;,[GO:0005829];[GO:0005886];[GO:0005524];[GO:0004674],"PAK1 hCG_41873,,,,,,,,"
A0A024R5J3,3.5.1.23,IPR008901;,[GO:0016021];[GO:0102121];[GO:0017040];[GO:0006672],"PHCA hCG_41872,,,,,,,,"
A0A059S9U8,1.6.5.3,IPR010934;IPR003945;IPR001750;IPR001516;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0042773],"ND5,,,,,,,,"
A0A096Y9Q3,1.6.5.3,IPR000260;IPR010227;IPR003918;IPR001750;,[GO:0016021];[GO:0005739];[GO:0008137];[GO:0006120],"ND4,,,,,,,"
A0A024R726,2.1.1.321,IPR025799;IPR014644;IPR029063;,[GO:0005829];[GO:0001650];[GO:0005654];[GO:0044020];[GO:0035243];[GO:0030154];[GO:0043046];[GO:0006349];[GO:0006355];[GO:0000387];[GO:0006351],"PRMT7 hCG_28114,,,,,,"
A0A1B0W1F3,1.9.3.1,IPR023616;IPR036927;IPR000883;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0004129];[GO:0020037];[GO:0046872];[GO:0009060];[GO:0006119],"COX1,,,,,,,,"
B4DDQ6,5.2.1.8,IPR004327;IPR037218;,[GO:0005737];[GO:0003755];[GO:0019211],"PTPA,,,,,,,,"
B7Z7U4,2.7.10.1,IPR000483;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR013151;IPR011009;IPR001611;IPR032675;IPR031635;IPR000719;IPR017441;IPR001245;IPR020446;IPR008266;IPR020635;IPR020777;IPR002011;,[GO:0005887];[GO:0005524];[GO:0005030];[GO:0004714];[GO:0007169],"NTRK3,,,,,,,,"
A0A0N6YMJ0,1.6.5.3,IPR010934;IPR003945;IPR001750;IPR001516;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0042773],"ND5,,,,,,,,"
E5E198,1.6.5.3,IPR001133;IPR039428;,[GO:0016021];[GO:0005739];[GO:0008137];[GO:0042773],"ND4L,,,,,,,,"
V9N6Q0,1.6.5.3,IPR010934;IPR003945;IPR001750;IPR001516;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0042773],"ND5,,,,,,,,"
B2YA81,1.6.5.3,IPR000260;IPR010227;IPR003918;IPR001750;,[GO:0016021];[GO:0005739];[GO:0008137];[GO:0006120],"ND4,,,,,,,"
A0A024R2W8,3.2.1.35,IPR013785;IPR017853;IPR018155;IPR027260;,[GO:0004415];[GO:0005975];[GO:0030214],"HYAL3 hCG_2043475,,,,,,,,"
Q6MZI6,3.4.25.1,IPR029055;IPR023332;IPR001353;IPR034644;,[GO:0005737];[GO:0019773];[GO:0004298];[GO:0051603],"DKFZp686D09174 PSMA2 hCG_19883,,,,,,,"
Q8WCW1,1.6.5.3,IPR010934;IPR003945;IPR001750;IPR001516;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0042773],"ND5,,,,,,,,"
A0A097QEL5,1.6.5.3,IPR000260;IPR010227;IPR003918;IPR001750;,[GO:0016021];[GO:0005739];[GO:0008137];[GO:0006120],"ND4,,,,,,,"
F1B6S1,1.6.5.3,IPR000440;IPR038430;,[GO:0016021];[GO:0031966];[GO:0070469];[GO:0008137],"ND3,,,,,,,,"
H9E7M8,1.6.5.3,IPR000260;IPR010227;IPR003918;IPR001750;,[GO:0016021];[GO:0005739];[GO:0008137];[GO:0006120],"ND4,,,,,,,"
A0A059QLG0,1.6.5.3,IPR001457;,[GO:0016021];[GO:0005739];[GO:0008137],"ND6,,,,,,,,"
Q5TGY6,2.7.10.2,IPR035693;IPR011009;IPR000719;IPR017441;IPR001245;IPR000980;IPR036860;IPR036028;IPR001452;,[GO:0016235];[GO:0005886];[GO:0005524];[GO:0004715],"FGR,,,,,,,,"
A1E1L3,1.6.5.3,IPR010934;IPR003945;IPR001750;IPR001516;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0042773],"ND5,,,,,,,,"
A0A0A0PMH4,1.6.5.3,IPR010934;IPR003945;IPR018393;IPR001750;IPR001516;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0042773],"ND5,,,,,,,,"
L7XZ04,1.6.5.3,IPR001694;IPR018086;,[GO:0016021];[GO:0005743];[GO:0008137],"ND1,,,,,,,,"
D2JYI1,2.7.11.30,IPR011009;IPR000719;IPR017441;IPR001245;IPR008271;IPR000333;IPR017194;IPR015013;,[GO:0005901];[GO:0005829];[GO:0009897];[GO:0005887];[GO:0043235];[GO:0005524];[GO:0046872];[GO:0031435];[GO:0046332];[GO:0050431];[GO:0005026];[GO:0032147];[GO:0007568];[GO:0031100];[GO:0007420];[GO:0001569];[GO:0060434];[GO:0003214];[GO:0007182];[GO:0048565];[GO:0007566];[GO:0048701];[GO:0035162];[GO:0003274];[GO:0007369];[GO:0003430];[GO:0001947];[GO:0001701];[GO:1905317];[GO:0002088];[GO:1990086];[GO:0060463];[GO:0060443];[GO:0003149];[GO:1990428];[GO:0043011];[GO:0060044];[GO:0007219];[GO:0003148];[GO:0045766];[GO:0002663];[GO:0010634];[GO:1905007];[GO:0002053];[GO:0051138];[GO:0043415];[GO:0048661];[GO:0002666];[GO:0002651];[GO:0006898];[GO:0010468];[GO:0070723];[GO:0043627];[GO:0009749];[GO:0001666];[GO:0009612];[GO:0007584];[GO:0048545];[GO:0062009];[GO:0007224];[GO:0060440];[GO:0007179];[GO:0003186];[GO:0001570];[GO:0042060],"TGFBR2,,,,,,,"
C9J2X5,3.2.1.35,IPR018155;,[GO:0004415];[GO:0005975],"SPAM1,,,,,,,,"
A0A2P9A9P9,4.1.2.25,IPR006156;IPR006157;,[GO:0004150];[GO:0006760],"folB BQ8482_100049,,,,,,,,"
F8W0N2,2.7.11.30,IPR011009;IPR000333;,[GO:0016021];[GO:0005524];[GO:0004675],"ACVRL1,,,,,,,,"
F2Z2X0,2.7.4.6,IPR034907;IPR036850;IPR001564;IPR023005;,[GO:0005524];[GO:0004550];[GO:0006241];[GO:0006183];[GO:0006228],"NME4,,,,,,,,"
A0A2P9AT23,1.11.1.15,IPR037944;IPR013740;IPR036249;IPR013766;,[GO:0005623];[GO:0004601];[GO:0051920];[GO:0045454],"BQ8482_400046,,,,,,,,"
A0A2P9AU56,2.8.2.-,IPR027417;IPR000863;,[GO:0008146],"nodH BQ8482_490039,,,,,,,,"
A8K7S5,3.6.4.3,IPR003593;IPR003959;IPR003960;IPR028596;IPR027417;IPR015415;,[GO:0005813];[GO:0005737];[GO:0005874];[GO:0030496];[GO:0000922];[GO:0005524];[GO:0008017];[GO:0008568];[GO:0007049];[GO:0051301],"KATNA1,,,,,,,,"
Q59F30,2.7.10.1,IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR011009;IPR000719;IPR017441;IPR001245;IPR008266;IPR020635;,[GO:0016021];[GO:0005524];[GO:0004714],",,,,,,,,"
Q4R1L7,1.6.5.3,IPR001694;IPR018086;,[GO:0016021];[GO:0005743];[GO:0008137],"ND1,,,,,,,,"
Q6RN84,1.6.5.3,IPR010933;IPR003917;IPR001750;,[GO:0016021];[GO:0005743];[GO:0070469];[GO:0008137];[GO:0006120],"ND2,,,,,,,"
H9E7A2,1.6.5.3,IPR001694;IPR018086;,[GO:0016021];[GO:0005743];[GO:0008137],"ND1,,,,,,,,"
